id;nom;insee;pop_2010;densite_2010;surface;coord1_degree;coord2_degree;coord1_grd;coord2_grd;coord1_dms;coord2_dms
16809;LA BAULE-ESCOUBLAC;44055;16040;722;22.19;-2.36667;47.3;-5254;52540;-22332;471709
16810;VRITZ;44219;729;22;32.89;-1.06667;47.5833;-3785;52869;-10411;473454
16811;MONTBERT;44102;2976;105;28.24;-1.5;47.05;-4250;52286;-12920;470328
16812;FEGREAC;44057;2278;51;44.18;-2.05;47.5833;-4868;52872;-20240;473505
16813;SAINT-AUBIN-DES-CHATEAUX;44153;1615;33;47.56;-1.48333;47.7167;-4247;53022;-12911;474312
16814;MAUMUSSON;44093;1011;41;24.56;-1.1;47.4833;-3824;52759;-10620;472858
16815;LE PELLERIN;44120;4382;142;30.65;-1.75;47.2;-4545;52443;-14514;471154
16816;LE PALLET;44117;2948;250;11.75;-1.33333;47.1333;-4080;52376;-12009;470818
16817;LA REGRIPPIERE;44140;1544;84;18.17;-1.18333;47.1833;-3903;52424;-11034;471054
16818;MARSAC-SUR-DON;44091;1447;52;27.68;-1.66667;47.6;-4463;52884;-14049;473544
16819;MAUVES-SUR-LOIRE;44094;3033;205;14.75;-1.4;47.3;-4144;52551;-12336;471746
16820;LA CHAPELLE-LAUNAY;44033;2778;111;24.82;-1.96667;47.3667;-4787;52636;-15819;472221
16821;NOZAY;44113;3835;66;57.7;-1.63333;47.5667;-4402;52849;-13731;473352
16822;SAFFRE;44149;3537;61;57.46;-1.56667;47.5;-4350;52780;-13443;473006
16823;ISSE;44075;1827;47;38.66;-1.45;47.6167;-4208;52916;-12704;473726
16824;LA CHAPELLE-SUR-ERDRE;44035;17300;517;33.42;-1.55;47.3;-4321;52555;-13310;471756
16825;LA HAIE-FOUASSIERE;44070;4358;369;11.81;-1.4;47.15;-4151;52395;-12357;470920
16826;SAINT-NAZAIRE;44184;67031;1432;46.79;-2.2;47.2833;-5051;52533;-21236;471646
16827;HAUTE-GOULAINE;44071;5530;268;20.59;-1.43333;47.2;-4183;52443;-12543;471156
16828;PORT-SAINT-PERE;44133;2724;83;32.57;-1.75;47.1333;-4539;52370;-14454;470759
16829;LE BIGNON;44014;3309;120;27.54;0.509445;47.0984;-4252;52332;-12926;470554
16830;CAMPBON;44025;3805;76;49.82;-1.96667;47.4167;-4783;52680;-15807;472443
16831;LE PIN;44124;731;29;24.95;-2.16667;47.35;-3878;52877;-10913;473521
16832;SAINT-MARS-LA-JAILLE;44180;2445;121;20.06;-1.18333;47.5167;-3912;52806;-11105;473131
16833;BELLIGNE;44011;1765;53;32.8;-1.03333;47.4667;-3738;52742;-10141;472803
16834;FRESNAY-EN-RETZ;44059;1235;60;20.49;-1.88333;47.0167;-4681;52250;-15235;470128
16835;LOUISFERT;44085;898;49;18.16;-1.43333;47.6833;-4188;52972;-12559;474030
16836;LA SELLE-SUR-LE-BIED;45307;977;40;23.96;2.88333;48.0667;621;53405;25342;480353
16837;BOUZY-LA-FORET;45049;1215;32;37.47;2.38333;47.85;47;53168;22243;475105
16838;AMILLY;45004;11588;287;40.26;2.77028;47.9731;482;53304;24613;475823
16839;QUIERS-SUR-BEZONDE;45259;1173;70;16.61;2.43333;48;112;53332;22613;475955
16840;JARGEAU;45173;4488;306;14.66;2.11667;47.8667;-235;53183;20730;475153
16841;GIVRAINES;45157;378;33;11.26;2.36667;48.15;35;53498;22205;480854
16842;SAINT-DENIS-DE-L'HOTEL;45273;2925;114;25.45;2.11667;47.8667;-230;53193;20748;475225
16843;MONTLIARD;45215;224;24;8.99;2.4;48.0167;67;53355;22350;480111
16844;COULLONS;45108;2451;31;78.97;2.5;47.6167;173;52912;22933;473714
16845;BARVILLE-EN-GATINAIS;45021;305;29;10.29;2.4;48.1167;73;53458;22409;480643
16846;ESCRIGNELLES;45138;64;4;14.04;2.81667;47.7167;539;53017;24918;474256
16847;PANNES;45247;3379;162;20.84;2.66667;48.0167;367;53354;24002;480108
16848;SAINT-BRISSON-SUR-LOIRE;45271;1029;47;21.86;2.68333;47.65;385;52942;24059;473852
16849;SENNELY;45309;651;13;49.32;2.15;47.6833;-208;52976;20857;474042
16850;MERINVILLE;45201;164;13;11.84;2.93333;48.0833;672;53425;25630;480457
16851;NANGEVILLE;45221;116;13;8.59;2.31667;48.3;-16;53677;21919;481833
16852;OUZOUER-SOUS-BELLEGARDE;45243;283;24;11.57;2.46667;47.9833;145;53326;22801;475935
16853;CHATILLON-LE-ROI;45086;277;61;4.54;2.1;48.15;-255;53515;20624;480948
16854;GEMIGNY;45152;223;15;14.17;1.7;47.9667;-713;53293;14142;475750
16855;ROUVRAY-SAINTE-CROIX;45262;139;14;9.47;1.73333;48.05;-671;53399;14356;480333
16856;TAVERS;45317;1334;58;22.62;1.61667;47.75;-804;53065;13647;474530
16857;LOUZOUER;45189;266;23;11.23;2.88333;48.0333;605;53376;25253;480217
16858;CHATEAU-RENARD;45083;2280;56;40.34;2.93333;47.9333;657;53256;25539;475550
16859;NIBELLE;45228;1045;38;27.18;2.33333;48.0167;-10;53359;21938;480122
16860;LA FERTE-SAINT-AUBIN;45146;7127;82;86.12;1.93333;47.7167;-439;53019;15629;474302
16861;TOURNOISIS;45326;371;24;14.94;1.63333;48;-785;53340;13749;480020
16862;BOU;45043;902;143;6.29;2.05;47.8667;-321;53193;20251;475224
16863;BUCY-SAINT-LIPHARD;45059;205;11;17.84;1.76667;47.9333;-635;53262;14554;475609
16864;AUDEVILLE;45012;177;13;12.71;2.23333;48.2667;-109;53643;21417;481642
16865;OUZOUER-DES-CHAMPS;45242;280;24;11.32;2.7;47.8833;411;53201;24223;475251
16866;LOMBREUIL;45185;306;40;7.56;2.63333;47.95;327;53268;23752;475627
16867;ASCOUX;45010;913;135;6.75;2.25;48.1167;-99;53476;21452;480743
16868;SCEAUX-DU-GATINAIS;45303;620;19;31.72;2.6;48.1;289;53450;23548;480619
16869;SERMAISES;45310;1593;74;21.25;2.2;48.3;-146;53663;21217;481747
16870;LADON;45178;1342;97;13.75;2.53333;48;225;53336;23220;480010
16871;BRICY;45055;540;42;12.66;1.78333;48;-617;53332;14653;475955
16872;SURY-AUX-BOIS;45316;787;20;38;2.33333;47.9667;6;53295;22031;475757
16873;REBRECHIEN;45261;1363;71;19.19;2.05;47.9833;-324;53320;20241;475916
16874;JOUY-LE-POTIER;45175;1324;26;50.4;1.81667;47.75;-583;53050;14841;474440
16875;CORBEILLES;45103;1490;45;32.62;2.55;48.0667;236;53414;23257;480420
16876;MARIGNY-LES-USAGES;45197;1140;118;9.66;2.01667;47.95;-356;53286;20059;475726
16877;JOUY-EN-PITHIVERAIS;45174;249;15;15.86;2.11667;48.1333;-248;53490;20647;480829
16878;CORTRAT;45105;90;8;11.03;2.76667;47.9;476;53218;24554;475348
16879;MAINVILLIERS;45190;237;23;10.3;2.28333;48.3;-63;53667;21646;481802
16880;CHAMPOULET;45070;47;5;9.36;2.91667;47.6667;647;52953;25509;473929
16881;LE BARDON;45020;1039;84;12.23;1.65;47.85;-761;53160;13905;475039
16882;BRIARE;45053;5710;125;45.41;2.73333;47.6333;447;52931;24421;473817
16883;VARENNES-CHANGY;45332;1564;52;29.77;2.66056;47.8653;360;53184;23938;475155
16884;BATILLY-EN-PUISAYE;45023;112;6;17.35;2.88334;47.6123;608;52902;25300;473644
16885;CEPOY;45061;2347;275;8.52;2.73333;48.05;445;53385;24413;480247
16886;DORDIVES;45127;2976;196;15.18;2.76667;48.15;479;53493;24602;480836
16887;ADON;45001;179;7;24.65;2.8;47.7667;510;53070;24745;474547
16888;NEVOY;45227;1149;37;30.75;2.58333;47.7167;270;53015;23446;474248
16889;DAMMARIE-SUR-LOING;45121;530;25;20.94;2.88333;47.7833;604;53093;25250;474702
16890;COINCES;45099;556;25;21.63;1.75;48.0167;-663;53345;14425;480037
16891;SAINT-GERMAIN-DES-PRES;45279;1881;71;26.18;2.85;47.95;567;53282;25050;475712
16892;COUDROY;45107;348;23;14.73;2.46667;47.9167;146;53231;22806;475427
16893;OUTARVILLE;45240;1433;30;46.61;2.01667;48.2167;-351;53568;20113;481241
16894;MONTBARROIS;45209;272;45;6.01;2.4;48.05;68;53384;22352;480243
16895;PUISEAUX;45258;3297;162;20.32;2.46667;48.2;150;53562;22816;481219
16896;LA CHAPELLE-SAINT-SEPULCRE;45076;262;42;6.21;2.85;48.0167;564;53353;25040;480104
16897;NEUVY-EN-SULLIAS;45226;1198;47;25.28;2.25;47.8;-101;53105;21443;474740
16898;SAINT-BENOIT-SUR-LOIRE;45270;2057;112;18.27;2.3;47.8167;-34;53123;21822;474838
16899;DOUCHY;45129;1012;43;23.51;3.05;47.95;795;53270;30309;475636
16900;ESCRENNES;45137;709;61;11.55;2.18333;48.1333;-164;53481;21119;480759
16901;SAINT-FLORENT;45277;464;12;37.78;2.47667;47.6906;156;52990;22836;474126
16902;PAUCOURT;45249;894;44;20.2;2.8;48.0333;508;53373;24739;480209
16903;PRESNOY;45256;245;31;7.72;2.55;47.95;243;53285;23318;475724
16904;BOUZONVILLE-AUX-BOIS;45047;420;55;7.54;2.23472;48.1031;-113;53448;21405;480611
16905;THIMORY;45321;728;58;12.37;2.6;47.9167;293;53246;23601;475518
16906;TIGY;45324;2271;48;47.29;2.2;47.8;-154;53106;21154;474742
16907;CHANTEAU;45072;1281;44;28.85;1.96667;47.9667;-409;53294;15806;475753
16908;ROUVRES-SAINT-JEAN;45263;282;27;10.1;2.21667;48.3167;-139;53692;21240;481921
16909;TRAINOU;45327;3105;92;33.68;2.1;47.9667;-257;53304;20618;475823
16910;FREVILLE-DU-GATINAIS;45150;182;18;9.77;2.43333;48.0167;120;53360;22640;480125
16911;CHATILLON-COLIGNY;45085;1983;77;25.53;2.85;47.8333;566;53136;25047;474922
16912;CHEVRY-SOUS-LE-BIGNON;45094;231;31;7.4;2.9;48.1333;623;53490;25350;480827
16913;CROTTES-EN-PITHIVERAIS;45118;330;24;13.65;2.06667;48.1167;-300;53472;20358;480728
16914;MONTCORBON;45211;460;17;26.61;3.06667;47.9667;816;53300;30416;475811
16915;ECHILLEUSES;45131;374;30;12.43;2.43333;48.1667;118;53516;22635;480953
16916;NEUVILLE-AUX-BOIS;45224;4113;129;31.74;2.05;48.0667;-314;53411;20314;480412
16917;BACCON;45019;717;21;33.02;1.63333;47.8833;-787;53212;13743;475328
16918;DADONVILLE;45119;2259;124;18.21;2.26667;48.15;-93;53492;21509;480832
16919;SAINT-JEAN-DE-BRAYE;45284;19057;1391;13.7;1.96667;47.9;-406;53236;15816;475443
16920;EGRY;45132;341;46;7.39;2.43333;48.1;111;53448;22611;480611
16921;ARDON;45006;1113;20;53.65;1.86667;47.7833;-514;53087;15226;474642
16922;CHAPELON;45078;282;43;6.52;2.58333;48.0333;269;53374;23442;480213
16923;CHAMBON-LA-FORET;45069;840;48;17.16;2.3;48.05;-46;53396;21743;480323
16924;SOUGY;45313;874;30;28.25;1.78333;48.05;-607;53393;14723;480313
16925;GIEN;45155;14684;216;67.86;2.63333;47.7;325;52988;23746;474120
16926;COURCELLES;45110;285;45;6.3;2.31667;48.0833;-21;53441;21904;480548
16927;VILLEMANDEUR;45338;6450;562;11.46;2.7;47.9833;414;53323;24234;475925
16928;MARDIE;45194;2560;148;17.28;2.05;47.8833;-311;53208;20324;475313
16929;SAINT-LOUP-DE-GONOIS;45287;111;18;6.16;2.91667;48.05;649;53399;25515;480332
16930;GY-LES-NONAINS;45165;638;31;20.13;2.85139;47.9473;572;53275;25105;475650
16931;BOUILLY-EN-GATINAIS;45045;344;21;15.96;2.28333;48.0833;-58;53440;21704;480544
16932;CERDON;45063;1039;15;67.07;2.36667;47.6333;27;52929;22140;473809
16933;VANNES-SUR-COSSON;45331;600;16;35.65;2.21667;47.7167;-138;53015;21243;474247
16934;CERNOY-EN-BERRY;45064;457;16;28.23;2.66667;47.5414;361;52822;23940;473224
16935;TREILLES-EN-GATINAIS;45328;297;21;13.97;2.65972;48.0787;359;53421;23935;480443
16936;LEOUVILLE;45181;66;15;4.28;2.08333;48.2167;-276;53582;20516;481324
16937;CERCOTTES;45062;1232;50;24.24;1.88333;47.9833;-504;53317;15258;475907
16938;ORVILLE;45237;109;15;7.19;2.43333;48.2333;113;53603;22618;481432
16939;MOULON;45219;188;20;9.4;2.6;48.0167;283;53355;23528;480110
16940;DIMANCHEVILLE;45125;112;47;2.35;2.43333;48.2333;105;53595;22550;481407
16941;SAINT-GONDON;45280;1099;49;22.4;2.53333;47.7;228;52999;23229;474156
16942;FONTENAY-SUR-LOING;45148;1713;176;9.73;2.76667;48.1;486;53449;24627;480615
16943;AUVILLIERS-EN-GATINAIS;45017;352;17;20.61;2.5;47.9667;181;53294;22958;475752
16944;ERVAUVILLE;45136;565;45;12.54;2.98333;48.0833;717;53433;25854;480523
16945;SAINT-FIRMIN-SUR-LOIRE;45276;502;20;24.76;2.73333;47.6167;440;52918;24356;473733
16946;SEICHEBRIERES;45305;173;11;14.84;2.26667;47.9667;-75;53299;21609;475810
16947;OUZOUER-SUR-LOIRE;45244;2765;80;34.27;2.48333;47.7667;158;53074;22843;474560
16948;CHARSONVILLE;45081;588;23;24.55;1.58333;47.9333;-841;53254;13448;475544
16949;LE MOULINET-SUR-SOLIN;45218;138;7;19.37;2.61667;47.8333;321;53153;23733;475015
16950;CHAINGY;45067;3531;162;21.69;1.76667;47.8833;-626;53204;14623;475301
16951;SAINT-PERE-SUR-LOIRE;45297;1040;97;10.69;2.37028;47.7748;38;53083;22213;474629
16952;THIGNONVILLE;45320;330;36;9.16;2.16667;48.2833;-181;53645;21024;481651
16953;BEAUGENCY;45028;7659;465;16.45;1.63333;47.7833;-783;53087;13754;474642
16954;COUDRAY;45106;404;32;12.42;2.36667;48.2667;35;53636;22206;481619
16955;PITHIVIERS;45252;8804;1268;6.94;2.25;48.1667;-94;53524;21507;481019
16956;LA NEUVILLE-SUR-ESSONNE;45225;366;39;9.19;2.36667;48.1833;44;53541;22233;481113
16957;CHEVILLY;45093;2495;59;41.76;1.88333;48.0333;-514;53366;15225;480144
16958;VILLAMBLAIN;45337;275;10;25.95;1.55;48.0167;-872;53345;13308;480036
16959;MONTARGIS;45208;14649;3284;4.46;2.75;48;440;53330;24357;475949
16960;PREFONTAINES;45255;461;39;11.75;2.68333;48.1;394;53454;24129;480631
16961;THOU;45323;237;15;15.16;2.90834;47.5803;635;52867;25430;473449
16962;BATILLY-EN-GATINAIS;45022;404;39;10.32;2.38333;48.0667;50;53415;22252;480425
16963;BAULE;45024;2043;168;12.11;1.66667;47.8167;-740;53123;14015;474839
16964;BOUGY-LEZ-NEUVILLE;45044;189;11;16.73;2.03333;48.0333;-344;53378;20137;480225
16965;RAMOULU;45260;259;21;11.96;2.28333;48.2167;-48;53584;21735;481332
16966;COURCY-AUX-LOGES;45111;434;20;20.9;2.21667;48.0667;-138;53405;21245;480352
16967;MONTEREAU;45213;622;12;50.12;2.56667;47.85;262;53174;23421;475123
16968;GRISELLES;45161;801;26;30.32;2.83333;48.0833;547;53421;24945;480443
16969;VITRY-AUX-LOGES;45346;1850;41;44.06;2.26667;47.9333;-78;53267;21558;475624
16970;GRENEVILLE-EN-BEAUCE;45160;662;29;22.47;2.11667;48.1833;-249;53535;20646;481054
16971;SULLY-LA-CHAPELLE;45314;416;15;26.17;2.18333;47.9667;-171;53306;21056;475833
16972;CORQUILLEROY;45104;2621;187;13.96;2.7;48.05;404;53383;24159;480241
16973;BAZOCHES-SUR-LE-BETZ;45026;985;64;15.38;2.98333;48.1333;722;53481;25911;480759
16974;MEUNG-SUR-LOIRE;45203;6086;299;20.35;1.7;47.8333;-709;53143;14154;474943
16975;VIEILLES-MAISONS-SUR-JOUDRY;45334;600;36;16.46;2.44472;47.8859;120;53207;22641;475309
16976;SAINT-MAURICE-SUR-FESSARD;45293;1160;75;15.38;2.61667;48;315;53325;23713;475932
16977;OUSSOY-EN-GATINAIS;45239;406;17;23.23;2.65;47.9167;339;53230;23829;475424
16978;ROZIERES-EN-BEAUCE;45264;183;19;9.17;1.7;47.9333;-705;53269;14206;475631
16979;ASCHERES-LE-MARCHE;45009;1191;56;20.9;2;48.1;-365;53453;20029;480626
16980;GUILLY;45164;666;39;17.03;2.28333;47.8;-67;53116;21635;474815
16981;MARSAINVILLIERS;45198;302;27;10.82;2.28333;48.2167;-58;53579;21704;481317
16982;RUAN;45266;232;14;16.26;1.93917;48.1117;-442;53457;15621;480642
16983;GRANGERMONT;45159;209;53;3.93;2.41667;48.1833;100;53544;22535;481122
16984;JURANVILLE;45176;485;31;15.23;2.5;48.05;164;53401;22902;480339
16985;COURTEMAUX;45113;289;23;12.19;2.93333;48.05;664;53389;25603;480301
16986;AUGERVILLE-LA-RIVIERE;45013;236;58;4.03;2.43333;48.25;111;53613;22611;481507
16987;LA BUSSIERE;45060;793;22;35.23;2.75084;47.7456;460;53051;24503;474444
16988;SEMOY;45308;3107;399;7.78;1.95;47.9333;-431;53258;15655;475556
16989;FAVERELLES;45141;159;8;18.92;2.93333;47.5667;660;52861;25551;473431
16990;NESPLOY;45223;387;30;12.87;2.36667;48;28;53329;22141;475947
16991;CHILLEURS-AUX-BOIS;45095;1841;35;52.22;2.13333;48.0667;-224;53414;20805;480420
16992;ENGENVILLE;45133;507;28;18.1;2.25;48.2333;-100;53598;21446;481417
16993;GIDY;45154;1585;66;23.91;1.83333;47.9833;-555;53319;15012;475913
16994;SAINT-LYE-LA-FORET;45289;1098;40;27.22;1.98333;48.05;-394;53378;15855;480224
16995;CHALETTE-SUR-LOING;45068;13050;993;13.13;2.73333;48.0167;444;53346;24409;480042
16996;CHUELLES;45097;1136;36;30.82;2.96667;48;699;53337;25756;480010
16997;OISON;45231;130;10;12.09;1.96667;48.1333;-410;53486;15804;480816
16998;SANDILLON;45300;3865;93;41.31;2.03333;47.85;-338;53162;20157;475043
16999;VILLENEUVE-SUR-CONIE;45341;204;11;17.97;1.65;48.05;-762;53383;13903;480241
17000;BONNEE;45039;670;57;11.61;2.38333;47.8;51;53108;22256;474749
17001;SAINT-MARTIN-SUR-OCRE;45291;1244;78;15.79;2.66667;47.65;357;52955;23930;473933
17002;LES CHOUX;45096;500;14;33.36;2.66667;47.8;378;53109;24035;474751
17003;LA CHAPELLE-SAINT-MESMIN;45075;9658;1077;8.96;1.83333;47.8833;-552;53211;15023;475323
17004;AUTRY-LE-CHATEL;45016;1017;20;50.56;2.60222;47.5975;295;52886;23608;473551
17005;DAMMARIE-EN-PUISAYE;45120;180;6;25.89;2.86667;47.6333;596;52919;25222;473737
17006;LAAS;45177;203;30;6.6;2.21667;48.1167;-133;53467;21302;480713
17007;PIERREFITTE-ES-BOIS;45251;286;10;27.18;2.71667;47.5083;423;52787;24301;473029
17008;DONNERY;45126;2533;116;21.77;2.1;47.9167;-258;53237;20615;475447
17009;BOISSEAUX;45037;422;58;7.19;1.98333;48.25;-387;53619;15916;481524
17010;BEAULIEU-SUR-LOIRE;45029;1785;36;48.83;2.81667;47.5427;534;52825;24901;473233
17011;MORVILLE-EN-BEAUCE;45217;187;16;11.02;2.16667;48.25;-182;53611;21021;481460
17012;BRIARRES-SUR-ESSONNE;45054;537;65;8.23;2.41667;48.2333;101;53587;22539;481342
17013;LES BORDES;45042;1777;73;24.02;2.4;47.8167;73;53125;22408;474845
17014;BEAUNE-LA-ROLANDE;45030;2018;98;20.55;2.43333;48.0667;103;53411;22545;480411
17015;SAINT-AIGNAN-LE-JAILLARD;45268;573;23;24.31;2.43333;47.75;114;53047;22621;474433
17016;FOUCHEROLLES;45149;295;30;9.8;3.01667;48.0833;751;53437;30044;480536
17017;MONTCRESSON;45212;1299;61;21;2.81667;47.9;523;53229;24825;475421
17018;FLEURY-LES-AUBRAIS;45147;21171;2091;10.12;1.91667;47.9333;-462;53258;15516;475555
17019;OUZOUER-SUR-TREZEE;45245;1276;20;61.63;2.8;47.6667;524;52970;24829;474022
17020;INTVILLE-LA-GUETARD;45170;123;25;4.88;2.21667;48.25;-137;53623;21248;481537
17021;LA SELLE-EN-HERMOY;45306;779;39;19.56;2.9;48.0167;620;53346;25339;480039
17022;BAZOCHES-LES-GALLERANDES;45025;1452;39;36.73;2.05;48.1667;-326;53514;20235;480945
17023;MAREAU-AUX-PRES;45196;1290;96;13.34;1.78333;47.8667;-597;53163;14758;475050
17024;SAINTE-GENEVIEVE-DES-BOIS;45278;1081;26;40.74;2.81667;47.8167;535;53131;24906;474905
17025;BONNY-SUR-LOIRE;45040;2049;79;25.8;2.83333;47.5667;560;52845;25024;473338
17026;LION-EN-BEAUCE;45183;135;19;7;1.93333;48.1333;-447;53483;15604;480804
17027;GIROLLES;45156;676;48;13.9;2.71667;48.0667;421;53402;24255;480342
17028;ISDES;45171;590;13;43.89;2.25;47.6667;-90;52969;21520;474019
17029;EPIEDS-EN-BEAUCE;45134;1429;35;40.22;1.61667;47.95;-799;53278;13703;475700
17030;LORRIS;45187;2966;66;44.91;2.51667;47.8833;196;53210;23047;475321
17031;VIGLAIN;45336;897;22;39.99;2.3;47.7333;-38;53032;21809;474342
17032;TIVERNON;45325;238;18;12.61;1.93333;48.15;-451;53506;15550;480919
17033;SAINT-CYR-EN-VAL;45272;3107;70;44.23;1.96667;47.8333;-408;53144;15810;474948
17034;ATTRAY;45011;214;12;16.74;2.11667;48.1167;-249;53469;20643;480720
17035;GERMIGNY-DES-PRES;45153;730;74;9.78;2.26667;47.85;-78;53162;21559;475045
17036;GUIGNEVILLE;45162;527;16;32.01;2.16667;48.2;-177;53562;21038;481222
17037;OUSSON-SUR-LOIRE;45238;743;138;5.35;2.78333;47.5833;501;52878;24715;473523
17038;CLERY-SAINT-ANDRE;45098;3255;179;18.13;1.75;47.8167;-644;53135;14524;474916
17039;CESARVILLE-DOSSAINVILLE;45065;220;11;19.06;2.27639;48.2612;-67;53624;21635;481540
17040;FEROLLES;45144;1175;68;17.05;2.11667;47.8333;-253;53150;20631;475006
17041;SAINT-MARTIN-D'ABBAT;45290;1643;42;38.97;2.26667;47.85;-76;53174;21606;475124
17042;CONFLANS-SUR-LOING;45102;359;39;9.14;2.78333;47.95;503;53280;24721;475709
17043;CHANTECOQ;45073;524;32;15.93;2.96667;48.05;689;53391;25724;480308
17044;TRIGUERES;45329;1355;37;35.78;2.98333;47.9333;716;53266;25852;475622
17045;BOULAY-LES-BARRES;45046;1120;89;12.45;1.78333;47.9833;-614;53311;14701;475849
17046;INGRANNES;45168;521;13;38.98;2.2;47.9833;-137;53323;21248;475928
17047;COMBLEUX;45100;475;431;1.1;1.98333;47.9;-384;53222;15926;475359
17048;MANCHECOURT;45192;641;39;16.23;2.33333;48.2333;5;53598;22027;481419
17049;NANCRAY-SUR-RIMARDE;45220;554;47;11.58;2.33333;48.0667;-3;53410;22001;480408
17050;YEVRE-LA-VILLE;45348;699;26;26.77;2.31667;48.1333;-11;53495;21935;480845
17051;CHAILLY-EN-GATINAIS;45066;675;36;18.37;2.55;47.95;229;53275;23234;475652
17052;CHECY;45089;8208;530;15.47;2.01667;47.9;-344;53215;20137;475337
17053;SAINT-MICHEL;45294;125;24;5.14;2.36667;48.0667;47;53410;22244;480407
17054;MEZIERES-LEZ-CLERY;45204;793;29;27.01;1.80417;47.8187;-592;53132;14815;474907
17055;THORAILLES;45322;158;45;3.45;2.9;48.0167;624;53359;25353;480124
17056;MARCILLY-EN-VILLETTE;45193;1999;31;62.66;2.01667;47.7667;-350;53071;20119;474551
17057;BUCY-LE-ROI;45058;191;41;4.58;1.91667;48.0667;-466;53400;15502;480337
17058;MONTBOUY;45210;745;27;26.73;2.81667;47.8667;537;53179;24912;475141
17059;POILLY-LEZ-GIEN;45254;2341;70;33.29;2.6;47.6833;291;52975;23556;474040
17060;AUTRUY-SUR-JUINE;45015;728;26;27.11;2.1;48.2667;-261;53640;20607;481632
17061;HUETRE;45166;252;19;13.15;1.8;48.0167;-601;53354;14744;480108
17062;MENESTREAU-EN-VILLETTE;45200;1467;27;53.62;2.01667;47.7;-349;52999;20120;474157
17063;ERCEVILLE;45135;323;25;12.72;2.03333;48.2333;-334;53599;20210;481421
17064;BRETEAU;45052;73;4;16.45;2.9;47.6833;618;52981;25335;474058
17065;ROZOY-LE-VIEIL;45265;391;48;8.14;2.94556;48.1245;677;53472;25644;480728
17066;CHAUSSY;45088;341;26;12.94;1.98333;48.1667;-379;53520;15945;481006
17067;BOISMORAND;45036;863;34;25.15;2.71667;47.7833;425;53096;24308;474710
17068;ESTOUY;45139;519;28;18.07;2.31667;48.1833;-11;53541;21935;481112
17069;ORMES;45235;3435;189;18.15;1.8;47.9333;-573;53268;14914;475628
17070;NOGENT-SUR-VERNISSON;45229;2594;77;33.27;2.75;47.85;451;53163;24432;475047
17071;VILLEMOUTIERS;45339;492;30;16.18;2.55;48;247;53328;23330;475943
17072;ANDONVILLE;45005;196;16;11.94;2.01667;48.2667;-339;53634;20152;481613
17073;CHEVILLON-SUR-HUILLARD;45092;1308;67;19.34;2.63333;47.9667;321;53291;23731;475744
17074;MALESHERBES;45191;6190;351;17.61;2.41667;48.3;76;53663;22419;481747
17075;SARAN;45302;15120;769;19.65;1.88333;47.95;-507;53279;15249;475705
17076;TRINAY;45330;214;12;17.22;1.95;48.0833;-426;53428;15713;480508
17077;DESMONTS;45124;172;36;4.76;2.5;48.2333;178;53585;22949;481335
17078;VIMORY;45345;1123;42;26.22;2.68333;47.95;390;53275;24114;475650
17079;LOURY;45188;2519;73;34.36;2.08333;48;-279;53335;20506;480005
17080;BOISCOMMUN;45035;1147;71;16.06;2.38333;48.0333;52;53374;22259;480212
17081;SIGLOY;45311;664;70;9.46;2.23333;47.8333;-123;53148;21333;474959
17082;LE BIGNON-MIRABEAU;45032;282;21;12.83;2.91667;48.15;651;53498;25522;480853
17083;BROMEILLES;45056;318;21;14.75;2.5;48.1833;178;53540;22947;481111
17084;SAINT-SIGISMOND;45299;295;19;14.93;1.68333;47.9833;-729;53312;14049;475852
17085;VILLORCEAU;45344;1158;121;9.5;1.6;47.8;-821;53111;13552;474801
17086;VRIGNY;45347;778;48;16.14;2.23333;48.0833;-104;53423;21436;480451
17087;DRY;45130;1391;61;22.64;1.71667;47.8;-692;53108;14250;474748
17088;DAMPIERRE-EN-BURLY;45122;1260;26;47.44;2.51667;47.7667;202;53068;23107;474541
17089;VIENNE-EN-VAL;45335;1887;52;35.94;2.13333;47.8;-223;53112;20810;474803
17090;BRAY-EN-VAL;45051;1366;61;22.32;2.36667;47.8333;34;53144;22200;474947
17091;GONDREVILLE;45158;371;45;8.07;2.65472;48.0509;353;53390;23917;480303
17092;CHATENOY;45084;420;16;25.84;2.4;47.9167;67;53242;22348;475505
17093;FERRIERES-EN-GATINAIS;45145;3395;124;27.32;2.78333;48.0833;504;53434;24723;480525
17094;NOYERS;45230;722;39;18.06;2.51667;47.9167;208;53239;23124;475453
17095;VILLEREAU;45342;402;44;9.12;1.98333;48.0667;-387;53410;15918;480409
17096;LANGESSE;45180;79;8;8.97;2.66667;47.8167;359;53134;23936;474914
17097;MONTIGNY;45214;250;46;5.36;2.11667;48.1167;-249;53458;20644;480645
17098;SAINT-HILAIRE-SUR-PUISEAUX;45283;166;14;11.34;2.7;47.9;410;53224;24219;475406
17099;MEZIERES-EN-GATINAIS;45205;260;26;9.86;2.48333;48.0333;170;53372;22924;480206
17100;LIGNY-LE-RIBAULT;45182;1305;22;59.21;1.78333;47.6833;-616;52983;14655;474105
17101;LION-EN-SULLIAS;45184;393;16;24.49;2.48333;47.7333;170;53030;22923;474337
17102;COURTENAY;45115;3976;79;50.13;3.05;48.0333;799;53377;30319;480221
17103;CHARMONT-EN-BEAUCE;45080;402;22;18.05;2.1;48.2333;-256;53591;20621;481355
