id;nom;insee;pop_2010;densite_2010;surface;long_deg;lat_deg
418;LEYMENT;1213;1273;89;14.18;5.3;45.9167
419;ETREZ;1154;803;66;12.15;5.18333;46.3333
420;GERCY;2341;295;46;6.33;3.86667;49.8167
421;VILLEMONTOIRE;2804;210;27;7.65;3.33333;49.3
422;BRANCOURT-LE-GRAND;2112;619;47;13.14;3.38333;49.9667
423;LICY-CLIGNON;2428;87;21;4.09;3.26667;49.1
424;PROISY;2624;318;61;5.2;3.73333;49.9
425;CHAMBRY;2157;718;80;8.89;3.65;49.6
426;MONT-SAINT-JEAN;2522;80;20;3.97;4.2;49.7833
427;MORGNY-EN-THIERACHE;2526;110;15;6.99;4.06667;49.7667
428;MESNIL-SAINT-LAURENT;2481;450;82;5.45;3.35;49.8333
429;ANNOIS;2019;383;64;5.9;3.16667;49.7167
430;BRUNEHAMEL;2126;538;60;8.9;4.18333;49.7667
431;AUDIGNICOURT;2034;102;18;5.66;3.13333;49.4833
432;MONTIGNY-SUR-CRECY;2517;309;36;8.53;3.58333;49.7167
433;LOR;2440;142;16;8.87;4.05;49.5333
434;CHIVRES-EN-LAONNOIS;2189;367;27;13.56;3.85;49.6333
435;SAINT-GOBAIN;2680;2337;78;29.73;3.38333;49.6
436;UGNY-LE-GAY;2754;163;27;5.9;3.16667;49.6667
437;HAPPENCOURT;2367;148;28;5.18;3.18333;49.7833
438;PROUVAIS;2626;379;20;18.22;3.98333;49.4667
439;AZY-SUR-MARNE;2042;387;139;2.78;3.36667;49
440;TERNY-SORNY;2739;304;42;7.07;3.36667;49.45
441;DROIZY;2272;75;13;5.42;3.38333;49.2833
442;PIGNICOURT;2601;164;23;7.01;4.03333;49.4167
443;MOUSSY-VERNEUIL;2531;127;19;6.43;3.63333;49.4167
444;AGUILCOURT;2005;349;33;10.57;3.96667;49.4
445;MONTAIGU;2498;732;31;23.51;3.83333;49.5333
446;MOULINS;2530;99;61;1.6;3.68333;49.4167
447;SAULCHERY;2701;658;250;2.63;3.3;48.9833
448;NANTEUIL-LA-FOSSE;2537;147;19;7.36;3.45;49.4333
449;GUIGNICOURT;2360;2111;118;17.74;3.96667;49.4333
450;BUCY-LE-LONG;2131;1955;152;12.86;3.38333;49.4
451;LONGPONT;2438;294;26;10.94;3.21667;49.2667
452;MONTGOBERT;2506;198;17;11.18;3.15;49.3
453;NOIRCOURT;2556;90;16;5.45;4.1;49.6667
454;ROZET-SAINT-ALBIN;2662;286;35;7.95;3.3;49.2
455;CHIVY-LES-ETOUVELLES;2191;503;142;3.54;3.58333;49.5167
456;CHAVONNE;2176;193;53;3.62;3.56667;49.4
457;ARTONGES;2026;184;14;13.12;3.55;48.9333
458;OISY;2569;428;39;10.79;3.66667;50.0167
459;JUVIGNY;2398;280;20;13.85;3.31667;49.45
460;MARCHAIS-EN-BRIE;2458;275;21;12.78;3.48333;48.8833
461;BOUCONVILLE-VAUCLAIR;2102;181;13;13.04;3.75556;49.4656
462;LA BOUTEILLE;2109;502;26;19;3.96667;49.8667
463;LY-FONTAINE;2446;120;34;3.47;3.3;49.7167
464;LOGNY-LES-AUBENTON;2435;77;9;8.15;4.2;49.8333
465;CUIRIEUX;2248;161;24;6.46;3.81667;49.6833
466;IRON;2386;222;23;9.51;3.66667;49.95
467;JONCOURT;2392;322;44;7.25;3.3;49.95
468;EFFRY;2275;353;127;2.77;4;49.9333
469;JUMIGNY;2396;69;27;2.49;3.71667;49.4167
470;CHAOURSE;2160;535;28;18.6;4;49.7
471;SAINT-REMY-BLANZY;2693;234;16;13.99;3.3;49.2333
472;BEAUMONT-EN-BEINE;2056;161;29;5.41;3.13333;49.7
473;LE PLESSIER-HULEU;2606;76;14;5.2;3.35;49.2333
474;ESTREES;2291;416;59;7.04;3.28333;49.9667
475;BAULNE-EN-BRIE;2053;288;15;18.89;3.61667;48.9833
476;GUIVRY;2362;263;36;7.15;3.11667;49.65
477;VARISCOURT;2761;214;38;5.56;3.98333;49.4167
478;CHATILLON-SUR-OISE;2170;129;49;2.62;3.4;49.7833
479;SOISSONS;2722;28646;2325;12.32;3.33333;49.3667
480;BRAY-SAINT-CHRISTOPHE;2117;80;27;2.88;3.15;49.7667
481;LE HERIE-LA-VIEVILLE;2379;239;25;9.27;3.63333;49.8167
482;AUBENTON;2031;713;30;23.7;4.2;49.8333
483;BRAYE;2118;120;89;1.34;3.36667;49.4333
484;BRISSAY-CHOIGNY;2123;317;35;8.98;3.36667;49.7167
485;REMAUCOURT;2637;319;50;6.35;3.33333;49.9
486;SERAUCOURT-LE-GRAND;2710;789;74;10.56;3.21667;49.7833
487;BERRY-AU-BAC;2073;575;70;8.1;3.9;49.4
488;VIVAISE;2821;768;85;9.02;3.56667;49.6167
489;PROVISEUX-ET-PLESNOY;2627;116;10;11.21;4;49.4667
490;CAUMONT;2145;562;98;5.71;3.18333;49.6167
491;VILLERS-LE-SEC;2813;277;26;10.57;3.5;49.7833
492;VICHEL-NANTEUIL;2796;95;14;6.39;3.28333;49.1833
493;ROMERY;2654;84;21;3.96;3.73333;49.9
494;FONTAINE-LES-CLERCS;2320;289;54;5.33;3.21667;49.8
495;CHERY-LES-POUILLY;2180;673;39;17.22;3.6;49.65
496;PITHON;2604;75;30;2.44;3.1;49.75
497;BEAURIEUX;2058;793;81;9.69;3.73333;49.4
498;SINCENY;2719;2152;163;13.13;3.25;49.6
499;BOUFFIGNEREUX;2104;103;23;4.36;3.85;49.3667
500;SAINT-GENGOULPH;2679;149;19;7.57;3.21667;49.1167
501;PARGNY-LES-BOIS;2591;136;19;6.83;3.61667;49.7167
502;MONTIGNY-L'ALLIER;2512;272;26;10.14;3.1;49.1167
503;BEUVARDES;2083;721;46;15.66;3.48333;49.15
504;CUISSY-ET-GENY;2252;66;13;4.97;3.7;49.4167
505;REUILLY-SAUVIGNY;2645;229;35;6.54;3.55;49.0667
506;VAILLY-SUR-AISNE;2758;2081;208;9.97;3.51667;49.4167
507;BIEVRES;2088;73;27;2.64;3.71667;49.5
508;BERNY-RIVIERE;2071;613;77;7.87;3.15;49.4167
509;PERLES;2597;80;21;3.7;3.65;49.3167
510;FONTENELLE-EN-BRIE;2325;210;24;8.47;3.48333;48.9167
511;NEUFLIEUX;2542;95;50;1.9;3.16667;49.6
512;SAINTE-CROIX;2675;139;41;3.35;3.78333;49.4833
513;PARGNY-LA-DHUYS;2590;170;13;12.66;3.55;48.95
514;BRENELLE;2120;199;45;4.34;3.53333;49.3667
515;URVILLERS;2756;610;44;13.69;3.31667;49.7833
516;LAVERSINE;2415;152;21;7.22;3.16667;49.35
517;ORIGNY-SAINTE-BENOITE;2575;1726;74;23.3;3.5;49.8333
518;CUIRY-HOUSSE;2249;107;12;8.54;3.48333;49.3
519;LA NEUVILLE-LES-DORENGT;2548;385;35;10.88;3.68333;49.9667
520;BLANZY-LES-FISMES;2091;91;17;5.27;3.66667;49.3333
521;HARGICOURT;2370;557;68;8.12;3.18;49.9623
522;VILLERS-SUR-FERE;2816;486;45;10.79;3.53333;49.1833
523;LA HERIE;2378;153;36;4.22;4.05;49.8833
524;BONNESVALYN;2099;242;38;6.34;3.31667;49.1167
525;HAUTION;2377;147;15;9.34;3.83333;49.85
526;BERZY-LE-SEC;2077;396;33;11.69;3.31667;49.3333
527;LA VALLEE-AU-BLE;2759;347;67;5.17;3.78333;49.8667
528;LE CATELET;2143;194;473;0.41;3.25;50
529;GIZY;2346;684;66;10.25;3.76667;49.6
530;SAINT-ALGIS;2670;159;23;6.89;3.81667;49.8833
531;SAINT-AUBIN;2671;322;38;8.36;3.18333;49.5167
532;BANCIGNY;2044;28;8;3.32;4.01667;49.8
533;VILLENEUVE-SUR-FERE;2806;286;27;10.3;3.46667;49.1833
534;FLEURY;2316;129;19;6.51;3.15639;49.2581
535;QUINCY-SOUS-LE-MONT;2633;66;13;5.04;3.55;49.3
536;BESNY-ET-LOIZY;2080;372;38;9.76;3.58333;49.6
537;CHERY-LES-ROZOY;2181;105;22;4.73;4.08333;49.7167
538;CHAUNY;2173;11983;902;13.28;3.21667;49.6167
539;SOMMETTE-EAUCOURT;2726;158;25;6.28;3.11667;49.7333
540;LIERVAL;2429;115;30;3.77;3.61667;49.4833
541;CHEZY-SUR-MARNE;2186;1327;59;22.43;3.36667;48.9833
542;OULCHES-LA-VALLEE-FOULON;2578;63;14;4.45;3.75;49.4333
543;ANIZY-LE-CHATEAU;2018;1895;199;9.49;3.45;49.5
544;MAIZY;2453;425;59;7.09;3.73333;49.3833
545;FOURDRAIN;2329;404;42;9.45;3.46667;49.6
546;NAMPTEUIL-SOUS-MURET;2536;85;25;3.38;3.41667;49.3
547;URCEL;2755;549;76;7.2;3.55;49.5
548;LOUATRE;2441;213;19;11.02;3.25;49.25
549;BARZY-EN-THIERACHE;2050;306;40;7.63;3.75;50.0333
550;CONDE-EN-BRIE;2209;656;143;4.56;3.55;49
551;DAMPLEUX;2259;437;53;8.19;3.15;49.25
552;SOMMELANS;2724;57;13;4.28;3.3;49.1333
553;PONTRUET;2615;339;50;6.75;3.23333;49.9
554;OIGNY-EN-VALOIS;2568;142;11;11.88;3.13333;49.2167
555;LOUPEIGNE;2442;78;10;7.3;3.53333;49.25
556;LHUYS;2427;149;30;4.95;3.55;49.2833
557;EPARCY;2278;44;5;7.52;4.06667;49.8667
558;LA CHAPELLE-MONTHODON;2161;189;13;14.28;3.63333;49.0167
559;MORSAIN;2527;426;29;14.34;3.18333;49.45
560;JAULGONNE;2389;666;374;1.78;3.53333;49.0833
561;CHERMIZY-AILLES;2178;96;8;10.95;3.73333;49.4667
562;BECQUIGNY;2061;284;60;4.67;3.46973;50.0173
563;FESTIEUX;2309;604;90;6.67;3.75;49.5167
564;VILLERS-LES-GUISE;2814;165;20;8.06;3.68333;49.9
565;NAMPCELLES-LA-COUR;2535;137;12;10.89;4;49.7833
566;MONTIGNY-EN-ARROUAISE;2511;300;30;9.77;3.48333;49.9
567;BERRIEUX;2072;177;35;4.98;3.85;49.4833
568;CHIGNY;2188;155;14;10.47;3.76667;49.9167
569;MURET-ET-CROUTTES;2533;139;26;5.24;3.41667;49.2833
570;FLAVIGNY-LE-GRAND-ET-BEAURAIN;2313;473;34;13.63;3.66473;49.8909
571;LAON;2408;25986;618;42;3.61667;49.5667
572;SAINT-CLEMENT;2674;51;10;5.01;4.06667;49.7667
573;DERCY;2261;367;32;11.17;3.68333;49.7
574;ANGUILCOURT-LE-SART;2017;292;31;9.14;3.43333;49.6833
575;VILLERS-EN-PRAYERES;2811;122;21;5.74;3.66667;49.3833
576;CHALANDRY;2156;217;28;7.66;3.63333;49.6833
577;LAVAL-EN-LAONNOIS;2413;255;56;4.51;3.6;49.5
578;FRESSANCOURT;2335;210;83;2.51;3.41667;49.6167
579;LE SOURD;2731;162;22;7.36;3.75;49.8667
580;FONTAINE-NOTRE-DAME;2322;384;32;11.9;3.43333;49.8833
581;CHERY-CHARTREUVE;2179;341;24;13.69;3.61667;49.2667
582;MORTEFONTAINE;2528;239;20;11.9;3.07611;49.3317
583;SERAIN;2709;381;57;6.65;3.36667;50.0167
584;MAAST-ET-VIOLAINE;2447;160;14;10.96;3.45;49.2833
585;NEUVILLE-SUR-AILETTE;2550;96;21;4.45;3.7;49.4667
586;FRANCILLY-SELENCY;2330;465;85;5.43;3.23333;49.85
587;BEZU-LE-GUERY;2084;259;23;11.1;3.23333;49.0167
588;MARLE;2468;2351;170;13.79;3.76667;49.7333
589;LEME;2416;447;39;11.36;3.76667;49.8333
590;CIERGES;2193;74;9;8.22;3.6;49.1667
591;CRAONNE;2234;76;8;8.62;3.78333;49.4333
592;COURTEMONT-VARENNES;2228;298;49;5.98;3.55;49.0667
593;POMMIERS;2610;637;95;6.69;3.26667;49.4
594;GLAND;2347;497;87;5.65;3.46667;49.05
595;LANDOUZY-LA-COUR;2404;167;16;10.12;3.98333;49.85
596;MONTIGNY-LES-CONDE;2515;79;16;4.77;3.56667;48.9833
597;LEUILLY-SOUS-COUCY;2423;413;32;12.69;3.33333;49.4833
598;PLOISY;2607;82;28;2.87;3.3;49.3333
599;SERVAL;2715;44;20;2.14;3.68333;49.35
600;BILLY-SUR-OURCQ;2090;215;21;10.17;3.3;49.2167
601;AMBRIEF;2012;63;14;4.5;3.4;49.3167
602;PRISCES;2623;114;17;6.63;3.86667;49.7833
603;ROUPY;2658;241;40;5.9;3.18333;49.8167
604;RONCHERES;2655;130;21;6.06;3.6;49.15
605;LUGNY;2444;126;26;4.77;3.81667;49.7833
606;CHEZY-EN-ORXOIS;2185;360;22;16.15;3.18333;49.1333
607;DHUIZEL;2263;115;16;6.81;3.61667;49.3667
608;ETAMPES-SUR-MARNE;2292;1164;519;2.24;3.41667;49.0333
609;VAUX-EN-VERMANDOIS;2772;137;35;3.85;3.15;49.8167
610;BOUE;2103;1265;121;10.44;3.7;50.0167
611;LA FERE;2304;3037;451;6.73;3.36667;49.6667
612;SAINT-MICHEL;2684;3535;83;42.2;4.13333;49.9167
613;CASTRES;2142;231;40;5.71;3.23333;49.8
614;MESBRECOURT-RICHECOURT;2480;298;33;8.98;3.55;49.7
615;BEUGNEUX;2082;122;15;7.68;3.41667;49.2333
616;CLERMONT-LES-FERMES;2200;120;12;9.3;3.95;49.6667
617;CONDREN;2212;707;126;5.58;3.28333;49.6167
618;FRANQUEVILLE;2331;130;42;3.04;3.80945;49.81
619;ARCY-SAINTE-RESTITUE;2022;427;16;26.43;3.46667;49.25
620;BURELLES;2136;138;9;13.83;3.9;49.7833
621;ROCOURT-SAINT-MARTIN;2649;321;55;5.76;3.38333;49.15
622;COMMENCHON;2207;191;57;3.33;3.16667;49.6333
623;VOULPAIX;2826;405;35;11.55;3.83333;49.8333
624;BUCY-LES-CERNY;2132;185;21;8.74;3.51667;49.5833
625;RENANSART;2640;169;19;8.71;3.45;49.7167
626;PRESLES-ET-BOVES;2620;356;37;9.61;3.55;49.4
627;LAVAQUERESSE;2414;212;47;4.44;3.70833;49.95
628;CUFFIES;2245;1686;335;5.02;3.31667;49.4167
629;VILLEQUIER-AUMONT;2807;631;51;12.34;3.2;49.65
630;VENDELLES;2774;110;20;5.28;3.13333;49.9167
631;ATTILLY;2029;384;32;11.81;3.16667;49.85
632;BERLANCOURT;2068;104;20;5.2;3.75806;49.7787
633;GRISOLLES;2356;193;18;10.63;3.35;49.15
634;COURCELLES-SUR-VESLE;2224;345;39;8.81;3.57195;49.3381
635;SONS-ET-RONCHERES;2727;234;25;9.2;3.66667;49.75
636;SERINGES-ET-NESLES;2713;296;21;13.49;3.53333;49.2
637;GRANDLUP-ET-FAY;2353;320;15;20.3;3.73333;49.6667
638;COINCY;2203;1310;75;17.24;3.41667;49.1667
639;MARLY-GOMONT;2469;414;32;12.91;3.8;49.9
640;MACOGNY;2449;81;13;6.17;3.23333;49.1667
641;TARTIERS;2736;190;21;8.89;3.23333;49.4333
642;GIBERCOURT;2345;45;16;2.69;3.28333;49.7333
643;PONTRU;2614;286;19;14.98;3.21667;49.9
644;TRELOU-SUR-MARNE;2748;985;48;20.35;3.60695;49.077
645;LA VILLE-AUX-BOIS-LES-DIZY;2802;180;17;10.22;3.99334;49.6612
646;AMIGNY-ROUY;2014;731;55;13.08;3.3;49.6
647;CHARMES;2165;1659;453;3.66;3.38333;49.65
648;VIFFORT;2800;333;33;9.83;3.45;48.9667
649;MACHECOURT;2448;122;12;10.08;3.84167;49.6583
650;NOGENT-L'ARTAUD;2555;2137;89;23.99;3.31667;48.9667
651;TANNIERES;2735;14;5;2.55;3.55;49.2833
652;SAINT-ERME-OUTRE-ET-RAMECOURT;2676;1832;91;20.11;3.85;49.5167
653;JOUAIGNES;2393;170;21;7.84;3.5;49.3
654;VAUCELLES-ET-BEFFECOURT;2765;210;52;4.03;3.55;49.5333
655;LESQUIELLES-SAINT-GERMAIN;2422;859;52;16.21;3.61667;49.9333
656;AIZY-JOUY;2008;287;19;14.63;3.51639;49.4348
657;FAUCOUCOURT;2301;311;42;7.35;3.46667;49.5333
658;CHAVIGNY;2175;153;28;5.28;3.3;49.4333
659;VEUILLY-LA-POTERIE;2792;138;18;7.54;3.21667;49.0833
660;MEZY-MOULINS;2484;523;116;4.48;3.5;49.0667
661;GERNICOURT;2344;50;6;7.47;3.86667;49.4
662;QUINCY-BASSE;2632;58;14;3.87;3.38333;49.5167
663;SERGY;2712;164;12;13.32;3.56667;49.1833
664;TOULIS-ET-ATTENCOURT;2745;133;17;7.42;3.73333;49.6833
665;PUISEUX-EN-RETZ;2628;217;21;9.88;3.13333;49.3
666;LEUZE;2425;162;15;10.19;4.15;49.85
667;CREZANCY;2239;1110;157;7.06;3.5;49.05
668;NOYALES;2563;171;23;7.18;3.55;49.9
669;MARIGNY-EN-ORXOIS;2465;462;29;15.56;3.21667;49.0667
670;FORESTE;2327;184;37;4.94;3.1;49.8167
671;WISSIGNICOURT;2834;150;33;4.46;3.43333;49.5333
672;TAVAUX-ET-PONTSERICOURT;2737;601;23;25.42;3.91667;49.7333
673;SAPONAY;2699;259;26;9.93;3.48333;49.2167
674;EBOULEAU;2274;206;15;13.03;3.86667;49.6667
675;ORAINVILLE;2572;492;56;8.69;4.01667;49.3833
676;MISSY-LES-PIERREPONT;2486;114;17;6.6;3.8;49.6333
677;NEUILLY-SAINT-FRONT;2543;2175;121;17.89;3.26667;49.1667
678;TERGNIER;2738;14139;787;17.95;3.3;49.65
679;LA FERTE-MILON;2307;2240;122;18.35;3.11667;49.1667
680;BASSOLES-AULERS;2052;132;18;7.03;3.38333;49.5333
681;LE VERGUIER;2782;224;52;4.28;3.16667;49.9333
682;OSTEL;2577;80;8;9.1;3.56667;49.4333
683;SISSY;2721;484;44;10.76;3.43333;49.8
684;LEURY;2424;104;28;3.69;3.33333;49.4333
685;LA CROIX-SUR-OURCQ;2241;124;11;10.45;3.35;49.1667
686;PERNANT;2598;708;72;9.83;3.23333;49.3833
687;ETREUX;2298;1509;145;10.36;3.65;49.9833
688;BRUYS;2129;19;3;5.7;3.56667;49.2667
689;FONTENELLE;2324;289;27;10.47;3.86667;50.0333
690;CERSEUIL;2152;91;19;4.61;3.51667;49.3333
691;VOHARIES;2823;68;20;3.32;3.8;49.7833
692;SAINT-PIERRE-AIGLE;2687;352;29;12.02;3.18333;49.3167
693;SAINT-MARTIN-RIVIERE;2683;125;22;5.52;3.53333;50.05
694;NANTEUIL-NOTRE-DAME;2538;67;18;3.72;3.4;49.2
695;SELENS;2704;238;31;7.65;3.2;49.5
696;MONTHENAULT;2508;120;40;2.94;3.66667;49.4833
697;SAINT-EUGENE;2677;238;35;6.75;3.53333;49.0167
698;ETOUVELLES;2294;223;93;2.38;3.58333;49.5333
699;FAVEROLLES;2302;343;24;13.79;3.17639;49.2242
700;LISLET;2433;239;29;8.2;4.01667;49.6833
701;VENDEUIL;2775;918;63;14.45;3.35;49.7167
702;FOLEMBRAY;2318;1504;169;8.85;3.28333;49.55
703;COURBES;2222;34;10;3.16;3.45;49.6833
704;CHACRISE;2154;312;24;12.74;3.4;49.3
705;SERCHES;2711;313;34;9.1;3.45;49.35
706;ACY;2003;959;82;11.67;3.41667;49.35
707;VERNEUIL-SOUS-COUCY;2786;130;28;4.58;3.31667;49.5333
708;BAZOCHES-SUR-VESLES;2054;457;48;9.49;3.61861;49.3073
709;MAUREGNY-EN-HAYE;2472;434;41;10.46;3.8;49.5333
710;HARTENNES-ET-TAUX;2372;333;52;6.31;3.35;49.2667
711;VASSENY;2763;212;66;3.18;3.48333;49.35
712;MERVAL;2479;88;26;3.36;3.7;49.35
713;CORCY;2216;310;42;7.25;3.21667;49.25
714;BONY;2100;135;16;7.98;3.21667;49.9833
715;BRENY;2121;268;59;4.52;3.35;49.1833
716;BRECY;2119;352;35;9.98;3.43333;49.15
717;BRUYERES-SUR-FERE;2127;206;22;9.05;3.43333;49.1833
718;FLAVY-LE-MARTEL;2315;1636;127;12.83;3.2;49.7167
719;PANCY-COURTECON;2583;43;6;6.37;3.65;49.4667
720;BOSMONT-SUR-SERRE;2101;206;21;9.68;3.86667;49.7333
721;MISSY-AUX-BOIS;2485;108;35;3.04;3.25;49.3333
722;SURFONTAINE;2732;103;16;6.38;3.45;49.7333
723;DAGNY-LAMBERCY;2256;132;13;10.04;4.03333;49.7667
724;LANCHY;2402;52;14;3.69;3.08333;49.8333
725;VAUDESSON;2766;260;30;8.42;3.48333;49.4667
726;COEUVRES-ET-VALSERY;2201;462;36;12.52;3.15;49.3333
727;EPIEDS;2280;389;20;18.66;3.45;49.1
728;VILLENEUVE-SAINT-GERMAIN;2805;2438;537;4.54;3.35;49.3833
729;ALAINCOURT;2009;503;85;5.9;3.36667;49.75
730;SOUCY;2729;88;16;5.22;3.13333;49.3167
731;ARCHON;2021;87;13;6.37;4.11667;49.7417
732;PARGNY-FILAIN;2589;234;46;5.01;3.53333;49.4667
733;GERMAINE;2343;66;14;4.54;3.11667;49.7833
734;LA NEUVILLE-HOUSSET;2547;63;12;4.99;3.71667;49.7833
735;BELLEAU;2062;135;20;6.72;3.3;49.1
736;PAARS;2581;284;55;5.15;3.6;49.3333
737;LANISCOURT;2407;175;58;3;3.55;49.55
738;SERMOISE;2714;319;57;5.51;3.45;49.3667
739;BARENTON-BUGNY;2046;589;51;11.38;3.65;49.6333
740;QUIERZY;2631;459;56;8.09;3.13333;49.5667
741;CERIZY;2149;58;14;4;3.33333;49.75
742;LA FERTE-CHEVRESIS;2306;589;24;23.92;3.56667;49.7333
743;RAMICOURT;2635;171;44;3.82;3.33333;49.95
744;BUSSIARES;2137;122;16;7.4;3.25;49.0833
745;BERNOT;2070;459;27;16.56;3.5;49.8667
746;LERZY;2418;219;18;11.54;3.86667;49.9333
747;SAMOUSSY;2697;338;13;25.04;3.73333;49.5833
748;GROUGIS;2358;385;34;11.26;3.53333;49.9333
749;MACQUIGNY;2450;374;18;20.18;3.55;49.8833
750;LA FLAMENGRIE;2312;1102;41;26.43;3.91667;50
751;SERVAIS;2716;282;51;5.51;3.35;49.6167
752;BERTRICOURT;2076;156;34;4.48;4;49.3833
753;OSLY-COURTIL;2576;297;56;5.23;3.21667;49.4
754;VERNEUIL-SUR-SERRE;2787;271;34;7.86;3.66667;49.65
755;MAYOT;2473;171;49;3.42;3.38333;49.7
756;WASSIGNY;2830;973;143;6.79;3.6;50.0167
757;BARENTON-CEL;2047;136;20;6.69;3.63333;49.65
758;ENGLANCOURT;2276;118;14;7.97;3.8;49.9167
759;ATHIES-SOUS-LAON;2028;2515;162;15.44;3.68333;49.5667
760;FROIDESTREES;2337;208;42;4.91;3.9;49.9333
761;LA MALMAISON;2454;411;16;25.61;3.98333;49.5167
762;MANICAMP;2456;309;30;10.24;3.16667;49.5667
763;BARENTON-SUR-SERRE;2048;115;14;8.05;3.68333;49.6667
764;AUDIGNY;2035;265;24;10.73;3.65;49.85
765;OHIS;2567;307;47;6.48;4.01667;49.9333
766;MARTIGNY;2470;452;26;16.96;4.13333;49.8667
767;BARISIS;2049;723;47;15.11;3.32806;49.5787
768;EPAUX-BEZU;2279;588;30;19.5;3.35;49.1
769;ABBECOURT;2001;528;88;5.96;3.18333;49.6
770;HAUTEVILLE;2376;167;23;7.1;3.51667;49.8667
771;BENAY;2066;213;31;6.81;3.31667;49.75
772;LA NEUVILLE-EN-BEINE;2546;178;46;3.81;3.15;49.6833
773;TUPIGNY;2753;364;28;12.84;3.6;49.95
774;VERVINS;2789;2666;257;10.35;3.9;49.8333
775;DORENGT;2269;157;14;10.5;3.68333;49.9667
776;SAINT-GOBERT;2681;309;39;7.78;3.81667;49.8
777;PARCY-ET-TIGNY;2585;249;23;10.59;3.335;49.2787
778;SAINT-PIERRE-LES-FRANQUEVILLE;2688;64;9;7;3.82361;49.8195
779;MONT-NOTRE-DAME;2520;677;67;9.96;3.58333;49.3
780;MONT-SAINT-MARTIN;2523;85;14;5.81;3.63333;49.2833
781;CHIERRY;2187;1055;374;2.82;3.43333;49.0333
782;CUTRY;2254;115;24;4.79;3.18333;49.35
783;CHEVENNES;2182;142;23;6.06;3.73333;49.8167
784;MONTIGNY-LE-FRANC;2513;158;15;9.9;3.91667;49.6833
785;BOURG-ET-COMIN;2106;754;147;5.12;3.65;49.4
786;SAINT-AGNAN;2669;101;12;8.07;3.6;49.0167
787;COULONGES-COHAN;2220;428;14;28.75;3.63639;49.2012
788;PREMONTRE;2619;769;92;8.33;3.4;49.55
789;COURTRIZY-ET-FUSSIGNY;2229;67;15;4.22;3.8;49.5167
790;JUMENCOURT;2395;154;24;6.2;3.35;49.5167
791;CLAIRFONTAINE;2197;569;39;14.31;3.98333;49.9833
792;SEQUEHART;2708;227;35;6.38;3.33333;49.9167
793;AGNICOURT-ET-SECHELLES;2004;207;19;10.79;3.95;49.7167
794;ROUCY;2656;404;58;6.96;3.81667;49.3667
795;PREMONT;2618;757;61;12.21;3.38333;50
796;CLASTRES;2199;611;74;8.24;3.23333;49.7333
797;LE CHARMEL;2164;322;32;9.83;3.55;49.1167
798;ALLEMANT;2010;180;35;5.13;3.45;49.4667
799;MONT-SAINT-PERE;2524;686;64;10.69;3.48333;49.0667
800;PARFONDEVAL;2586;155;14;10.91;4.16667;49.7333
801;CHIVRES-VAL;2190;585;105;5.54;3.43333;49.4
802;AUBENCHEUL-AUX-BOIS;2030;310;146;2.11;3.26667;50.0333
803;MONTFAUCON;2505;181;11;15.36;3.45;48.95
804;LES AUTELS;2038;74;12;5.99;4.2257;49.7667
805;FONTENOY;2326;494;54;9.03;3.2;49.4167
806;CRECY-AU-MONT;2236;289;24;11.83;3.31667;49.4833
807;MORCOURT;2525;596;98;6.07;3.31667;49.8667
808;NEUVILLE-SUR-MARGIVAL;2551;117;32;3.65;3.4;49.45
809;CYS-LA-COMMUNE;2255;152;34;4.39;3.56667;49.4
810;MARIZY-SAINT-MARD;2467;59;12;4.54;3.21667;49.1833
811;VILLERET;2808;314;79;3.95;3.18333;49.95
812;AMIFONTAINE;2013;418;14;27.9;3.91667;49.4833
813;FONTAINE-UTERTE;2323;127;22;5.77;3.36667;49.9167
814;DOLIGNON;2266;59;17;3.38;4.08333;49.7167
815;ETAVES-ET-BOCQUIAUX;2293;556;40;13.68;3.45;49.9333
816;ROCQUIGNY;2650;393;35;10.99;3.98333;50.0333
817;MORTIERS;2529;207;32;6.39;3.66667;49.6833
818;ROZOY-SUR-SERRE;2666;1025;62;16.53;4.13333;49.7167
819;MALZY;2455;194;18;10.3;3.73333;49.9
820;BELLENGLISE;2063;386;60;6.4;3.25;49.9167
821;CERNY-EN-LAONNOIS;2150;71;9;7.22;3.66667;49.45
822;MONTLOUE;2519;157;10;15.58;4.06667;49.6667
823;SAINTE-GENEVIEVE;2678;77;16;4.53;4.07139;49.7195
824;NEUVE-MAISON;2544;616;73;8.42;4.03333;49.9333
825;BEZU-SAINT-GERMAIN;2085;959;86;11.13;3.4;49.1
826;ETREAUPONT;2295;895;50;17.59;3.91667;49.9
827;BERTHENICOURT;2075;214;69;3.07;3.38333;49.7667
828;THIERNU;2742;110;17;6.16;3.8;49.75
829;LAIGNY;2401;220;20;10.83;3.86667;49.85
830;AISONVILLE-ET-BERNOVILLE;2006;288;32;8.73;3.53333;49.9333
831;CROUY;2243;2716;261;10.38;3.36667;49.4
832;HIRSON;2381;9383;277;33.77;4.08333;49.9167
833;BAGNEUX;2043;73;33;2.21;3.28333;49.4667
834;AUTREMENCOURT;2039;185;20;9.15;3.8;49.7
835;LA CELLE-SOUS-MONTMIRAIL;2147;114;20;5.67;3.46611;48.8648
836;CONDE-SUR-AISNE;2210;417;111;3.73;3.45;49.4
837;BLERANCOURT;2093;1262;116;10.8;3.15;49.5167
838;MONTHUREL;2510;150;38;3.86;3.55;49.0167
